Year,Division,Position,Name
2008,Junior Bantamweights,5,Nobuo Nashiro
2008,Junior Bantamweights,6,Jorge Arce
2008,Junior Bantamweights,7,Jose Navarro
2008,Junior Bantamweights,8,Z Gorres
2008,Junior Bantamweights,9,Dimitri Kirilov
2008,Junior Bantamweights,10,Kohei Kono
2008,Flyweights,1,Nonito Donaire
2008,Flyweights,2,Daisuke Naito
2008,Flyweights,3,Pongsaklek Wonjongkam
2008,Flyweights,4,Takefumi Sakata
2008,Flyweights,5,Omar Andres Narvaez
2008,Flyweights,6,Denkaosan Kaovichit
2008,Flyweights,7,Jose Lopez
2008,Flyweights,8,Koki Kameda
2008,Flyweights,9,Hugo Fidel Cazares
2008,Flyweights,10,Moruti Mthalane
2008,Junior Flyweights,1,Ulises Solis
2008,Junior Flyweights,2,Edgar Sosa
2008,Junior Flyweights,3,Cesar Canchila
2008,Junior Flyweights,4,Giovanni Segura
2008,Junior Flyweights,5,Juanito Rubillar
2008,Junior Flyweights,6,Omar Nino Romero
2008,Junior Flyweights,7,Nelson Dieppa
2008,Junior Flyweights,8,Brahim Asloum
2008,Junior Flyweights,9,Juan Carlos Reveco
2008,Junior Flyweights,10,Bert Batawang
2008,Strawweight,1,Roman Gonzalez
2008,Strawweight,2,Raul Garcia
2008,Strawweight,3,Oleydong Sithsamerchai
2008,Strawweight,4,Florante Condes
2008,Strawweight,5,Muhammad Rachman
2008,Strawweight,6,Katsunari Takayama
2008,Strawweight,7,Donnie Nietes
2008,Strawweight,8,Nkosinathi Joyi
2008,Strawweight,9,Juan Palacios
2008,Strawweight,10,Ronald Barrera
2009,Pound For Pound,1,Manny Pacquiao
2009,Pound For Pound,2,Floyd Mayweather Jr.
2009,Pound For Pound,3,Shane Mosley
2009,Pound For Pound,4,Bernard Hopkins
2009,Pound For Pound,5,Juan Manuel Marquez
2009,Pound For Pound,6,Nonito Donaire
2009,Pound For Pound,7,Miguel Cotto
2009,Pound For Pound,8,Celestino Caballero
2009,Pound For Pound,9,Chad Dawson
2009,Pound For Pound,10,Paul Williams
2009,Heavyweights,1,Vitali Klitschko
2009,Heavyweights,2,Alexander Povetkin
2009,Heavyweights,3,Eddie Chambers
2009,Heavyweights,4,Ruslan Chagaev
2009,Heavyweights,5,David Haye
2009,Heavyweights,6,Chris Arreola
2009,Heavyweights,7,Denis Boytsov
2009,Heavyweights,8,Nikolay Valuev
2009,Heavyweights,9,Alexander Dimitrenko
2009,Heavyweights,10,Tony Thompson
2009,Cruiserweight,1,Steve Cunningham
2009,Cruiserweight,2,Krzysztof Wodarczyk
2009,Cruiserweight,3,Zsolt Erdei
2009,Cruiserweight,4,Marco Huck
2009,Cruiserweight,5,Giacobbe Fragomeni
2009,Cruiserweight,6,Vadim Tokarev
2009,Cruiserweight,7,Troy Ross
2009,Cruiserweight,8,Danny Green
2009,Cruiserweight,9,Matt Godfrey
2009,Cruiserweight,10,Ola Afolabi
2009,Light Heavyweights,1,Chad Dawson
2009,Light Heavyweights,2,Bernard Hopkins
2009,Light Heavyweights,3,Glen Johnson
2009,Light Heavyweights,4,Antonio Tarver
2009,Light Heavyweights,5,Jean Pascal
2009,Light Heavyweights,6,Tavoris Cloud
2009,Light Heavyweights,7,Yusaf Mack
2009,Light Heavyweights,8,Vyacheslav Uzelkov
2009,Light Heavyweights,9,Adrian Diaconu
2009,Light Heavyweights,10,Karo Murat
2009,Super Middleweights,1,Lucian Bute
2009,Super Middleweights,2,Andre Ward
2009,Super Middleweights,3,Carl Froch
2009,Super Middleweights,4,Mikkel Kessler
2009,Super Middleweights,5,Sakio Bika
2009,Super Middleweights,6,Arthur Abraham
2009,Super Middleweights,7,Allan Green
2009,Super Middleweights,8,Librado Andrade
2009,Super Middleweights,9,Robert Stieglitz
2009,Super Middleweights,10,Eduard Gutknecht
2009,Middleweights,1,Felix Sturm
2009,Middleweights,2,Paul Williams
2009,Middleweights,3,Sebastian Sylvester
2009,Middleweights,4,Khoren Gevor
2009,Middleweights,5,Matthew Macklin
2009,Middleweights,6,David Lopez
2009,Middleweights,7,Anthony Mundine
2009,Middleweights,8,Daniel Geale
2009,Middleweights,9,Sebastian Zbik
2009,Middleweights,10,Ronald (Winky) Wright
2009,Junior Middleweights,1,Sergio Gabriel Martinez
2009,Junior Middleweights,2,Cory Spinks
2009,Junior Middleweights,3,Kermit Cintron
2009,Junior Middleweights,4,Deandre Latimore
2009,Junior Middleweights,5,Ryan Rhodes
2009,Junior Middleweights,6,Alfredo Angulo
2009,Junior Middleweights,7,Yuri Foreman
2009,Junior Middleweights,8,Joachim Alcine
2009,Junior Middleweights,9,Vanes Martirosyan
2009,Junior Middleweights,10,Zaurbek Baysangurov
2009,Welterweights,1,Manny Pacquiao
2009,Welterweights,2,Shane Mosley
2009,Welterweights,3,Floyd Mayweather Jr.
2009,Welterweights,4,Miguel Cotto
2009,Welterweights,5,Joshua Clottey
2009,Welterweights,6,Antonio Margarito
2009,Welterweights,7,Andre Berto
2009,Welterweights,8,Luis Collazo
2009,Welterweights,9,Rafal Jackiewicz
2009,Welterweights,10,Jan Zaveck
2009,Junior Welterweights,1,Timothy Bradley
2009,Junior Welterweights,2,Amir Khan
2009,Junior Welterweights,3,Ricky Hatton
2009,Junior Welterweights,4,Devon Alexander
2009,Junior Welterweights,5,Paul Malignaggi
2009,Junior Welterweights,6,Juan Urango
2009,Junior Welterweights,7,Kendall Holt
2009,Junior Welterweights,8,Marcos Rene Maidana
2009,Junior Welterweights,9,Andriy Kotelnik
2009,Junior Welterweights,10,Mike Alvarado
2009,Lightweights,1,Edwin Valero
2009,Lightweights,2,Michael Katsidis
2009,Lightweights,3,Ali Funeka
2009,Lightweights,4,Rolando Reyes
2009,Lightweights,5,Miguel Vazquez
2009,Lightweights,6,Anthony Peterson
2009,Lightweights,7,Paulus Moses
2009,Lightweights,8,Miguel Acosta
2009,Lightweights,9,Antonio DeMarco
2009,Lightweights,10,David Diaz
2009,Junior Lightweights,1,Humberto Soto
2009,Junior Lightweights,2,Robert Guerrero
2009,Junior Lightweights,3,Mzonke Fana
2009,Junior Lightweights,4,Roman Martinez
2009,Junior Lightweights,5,Malcolm Klassen
2009,Junior Lightweights,6,Cassius Baloyi
2009,Junior Lightweights,7,Juan Carlos Salgado
2009,Junior Lightweights,8,Jorge Linares
2009,Junior Lightweights,9,Vitali Tajbert
2009,Junior Lightweights,10,Ji Hoon Kim
2009,Featherweights,1,Chris John
2009,Featherweights,2,Steven Luevano
2009,Featherweights,3,Cristobal Cruz
2009,Featherweights,4,Jorge Solis
2009,Featherweights,5,Rocky Juarez
2009,Featherweights,6,Mario Santiago
2009,Featherweights,7,Martin Honorio
2009,Featherweights,8,Ryol Li Lee
2009,Featherweights,9,Elio Rojas
2009,Featherweights,10,Yuriorkis Gamboa
2009,Junior Featherweights,1,Celestino Caballero
2009,Junior Featherweights,2,Poonsawat Kratingdaenggym
2009,Junior Featherweights,3,Juan Manuel Lopez
2009,Junior Featherweights,4,Toshiaki Nishioka
2009,Junior Featherweights,5,Steve Molitor
2009,Junior Featherweights,6,Bernard Dunne
2009,Junior Featherweights,7,Ricardo Cordoba
2009,Junior Featherweights,8,Jeffrey Mathebula
2009,Junior Featherweights,9,Antonio Escalante
2009,Junior Featherweights,10,Rendall Munroe
2009,Bantamweights,1,Hozumi Hasegawa
2009,Bantamweights,2,Anselmo Moreno
2009,Bantamweights,3,Wladimir Sidorenko
2009,Bantamweights,4,Yonnhy Perez
2009,Bantamweights,5,Joseph Agbeko
2009,Bantamweights,6,Antonio Cermeno
2009,Bantamweights,7,Silence Mabuza
2009,Bantamweights,8,Abner Mares
2009,Bantamweights,9,Fernando Montiel
2009,Bantamweights,10,Alexander Bakhtin
2009,Junior Bantamweights,1,Vic Darchinyan
2009,Junior Bantamweights,2,Nobuo Nashiro
2009,Junior Bantamweights,3,Simphiwe Nongqayi
2009,Junior Bantamweights,4,Hugo Fidel Cazares
2009,Junior Bantamweights,5,Alexander Munoz
2009,Junior Bantamweights,6,Kohei Kono
2009,Junior Bantamweights,7,Nonito Donaire
2009,Junior Bantamweights,8,Daiki Kameda
2009,Junior Bantamweights,9,Daigo Nakahiro
2009,Junior Bantamweights,10,Drian Francisco
2009,Flyweights,1,Koki Kameda
2009,Flyweights,2,Pongsaklek Wonjongkam
2009,Flyweights,3,Denkaosan Kaovichit
2009,Flyweights,4,Daisuke Naito
2009,Flyweights,5,Omar Andres Narvaez
2009,Flyweights,6,Takefumi Sakata
2009,Flyweights,7,Moruti Mthalane
2009,Flyweights,8,Luis Concepcion
2009,Flyweights,9,Zolani Tete
2009,Flyweights,10,Julio Cesar Miranda
2009,Junior Flyweights,1,Brian Viloria
2009,Junior Flyweights,2,Giovanni Segura
2009,Junior Flyweights,3,Rodel Mayol
2009,Junior Flyweights,4,Edgar Sosa
2009,Junior Flyweights,5,Ulises Solis
2009,Junior Flyweights,6,Juan Carlos Reveco
2009,Junior Flyweights,7,Johnriel Casimero
2009,Junior Flyweights,8,Omar Nino Romero
2009,Junior Flyweights,9,Juanito Rubillar
2009,Junior Flyweights,10,Cesar Canchila
2009,Strawweight,1,Roman Gonzalez
2009,Strawweight,2,Oleydong Sithsamerchai
2009,Strawweight,3,Raul Garcia
2009,Strawweight,4,Nkosinathi Joyi
2009,Strawweight,5,Milan Melindo
2009,Strawweight,6,Donnie Nietes
2009,Strawweight,7,Florante Condes
2009,Strawweight,8,Juan Palacios
2009,Strawweight,9,Muhammad Rachman
2009,Strawweight,10,Katsunari Takayama
2010,Pound For Pound,1,Manny Pacquiao
2010,Pound For Pound,2,Floyd Mayweather Jr.
2010,Pound For Pound,3,Sergio Gabriel Martinez
2010,Pound For Pound,4,Juan Manuel Marquez
2010,Pound For Pound,5,Nonito Donaire
2010,Pound For Pound,6,Pongsaklek Wonjongkam
2010,Pound For Pound,7,Fernando Montiel
2010,Pound For Pound,8,Wladimir Klitschko
2010,Pound For Pound,9,Timothy Bradley
2010,Pound For Pound,10,Juan Manuel Lopez
2010,Heavyweights,1,Vitali Klitschko
2010,Heavyweights,2,David Haye
2010,Heavyweights,3,Alexander Povetkin
2010,Heavyweights,4,Tomasz Adamek
2010,Heavyweights,5,Ruslan Chagaev
2010,Heavyweights,6,Eddie Chambers
2010,Heavyweights,7,Denis Boytsov
2010,Heavyweights,8,Nikolay Valuev
2010,Heavyweights,9,Alexander Dimitrenko
2010,Heavyweights,10,Chris Arreola
2010,Cruiserweight,1,Steve Cunningham
2010,Cruiserweight,2,Marco Huck
2010,Cruiserweight,3,Krzysztof Wodarczyk
2010,Cruiserweight,4,Denis Lebedev
2010,Cruiserweight,5,Troy Ross
2010,Cruiserweight,6,Danny Green
2010,Cruiserweight,7,Giacobbe Fragomeni
2010,Cruiserweight,8,Ola Afolabi
2010,Cruiserweight,9,Pawel Kolodziej
2010,Cruiserweight,10,Guillermo Jones
2010,Light Heavyweights,1,Bernard Hopkins
2010,Light Heavyweights,2,Tavoris Cloud
2010,Light Heavyweights,3,Chad Dawson
2010,Light Heavyweights,4,Glen Johnson
2010,Light Heavyweights,5,Nathan Cleverly
2010,Light Heavyweights,6,Adrian Diaconu
2010,Light Heavyweights,7,Karo Murat
2010,Light Heavyweights,8,Beibut Shumenov
2010,Light Heavyweights,9,Chris Henry
2010,Light Heavyweights,10,Gabriel Campillo
2010,Super Middleweights,1,Andre Ward
2010,Super Middleweights,2,Lucian Bute
2010,Super Middleweights,3,Carl Froch
2010,Super Middleweights,4,Mikkel Kessler
2010,Super Middleweights,5,Andre Dirrell
2010,Super Middleweights,6,Sakio Bika
2010,Super Middleweights,7,Robert Stieglitz
2010,Super Middleweights,8,Librado Andrade
2010,Super Middleweights,9,Glen Johnson
2010,Super Middleweights,10,Arthur Abraham
2010,Middleweights,1,Felix Sturm
2010,Middleweights,2,Kelly Pavlik
2010,Middleweights,3,Sebastian Sylvester
2010,Middleweights,4,Paul Williams
2010,Middleweights,5,Daniel Geale
2010,Middleweights,6,Matthew Macklin
2010,Middleweights,7,Sebastian Zbik
2010,Middleweights,8,Dmitry Pirog
2010,Middleweights,9,David Lopez
2010,Middleweights,10,Hassan N'Dam N'Jikam
2010,Junior Middleweights,1,Kermit Cintron
2010,Junior Middleweights,2,Alfredo Angulo
2010,Junior Middleweights,3,Miguel Cotto
2010,Junior Middleweights,4,Ryan Rhodes
2010,Junior Middleweights,5,Sechew Powell
2010,Junior Middleweights,6,Yuri Foreman
2010,Junior Middleweights,7,Vanes Martirosyan
2010,Junior Middleweights,8,Serhiy Dzinziruk
2010,Junior Middleweights,9,Cornelius Bundrage
2010,Junior Middleweights,10,Saul Alvarez
2010,Welterweights,1,Manny Pacquiao
2010,Welterweights,2,Floyd Mayweather Jr.
2010,Welterweights,3,Andre Berto
2010,Welterweights,4,Miguel Cotto
2010,Welterweights,5,Shane Mosley
2010,Welterweights,6,Joshua Clottey
2010,Welterweights,7,Jan Zaveck
2010,Welterweights,8,Vyacheslav Senchenko
2010,Welterweights,9,Rafal Jackiewicz
2010,Welterweights,10,Timothy Bradley
2010,Junior Welterweights,1,Timothy Bradley
2010,Junior Welterweights,2,Amir Khan
2010,Junior Welterweights,3,Devon Alexander
2010,Junior Welterweights,4,Marcos Rene Maidana
2010,Junior Welterweights,5,Andriy Kotelnik
2010,Junior Welterweights,6,Juan Urango
2010,Junior Welterweights,7,Kaizer Mabuza
2010,Junior Welterweights,8,Lamont Peterson
2010,Junior Welterweights,9,Victor Ortiz
2010,Junior Welterweights,10,Paul McCloskey
2010,Lightweights,1,Miguel Acosta
2010,Lightweights,2,Humberto Soto
2010,Lightweights,3,Michael Katsidis
2010,Lightweights,4,Ali Funeka
2010,Lightweights,5,Brandon Rios
2010,Lightweights,6,John Murray
2010,Lightweights,7,Paulus Moses
2010,Lightweights,8,Urbano Antillon
2010,Lightweights,9,Miguel Vazquez
2010,Lightweights,10,Robert Guerrero
2010,Junior Lightweights,1,Mzonke Fana
2010,Junior Lightweights,2,Ricky Burns
2010,Junior Lightweights,3,Roman Martinez
2010,Junior Lightweights,4,Takashi Uchiyama
2010,Junior Lightweights,5,Juan Carlos Salgado
2010,Junior Lightweights,6,Jorge Solis
2010,Junior Lightweights,7,Jorge Linares
2010,Junior Lightweights,8,Takahiro Ao
2010,Junior Lightweights,9,Argenis Mendez
2010,Junior Lightweights,10,Jason Litzau
2010,Featherweights,1,Juan Manuel Lopez
2010,Featherweights,2,Yuriorkis Gamboa
2010,Featherweights,3,Chris John
2010,Featherweights,4,Orlando Salido
2010,Featherweights,5,Daniel Ponce de Len
2010,Featherweights,6,Cristobal Cruz
2010,Featherweights,7,Elio Rojas
2010,Featherweights,8,Bernabe Concepcion
2010,Featherweights,9,Rafael Marquez
2010,Featherweights,10,Hozumi Hasegawa
2010,Junior Featherweights,1,Toshiaki Nishioka
2010,Junior Featherweights,2,Ryol Li Lee
2010,Junior Featherweights,3,Poonsawat Kratingdaenggym
2010,Junior Featherweights,4,Steve Molitor
2010,Junior Featherweights,5,Guillermo Rigondeaux
2010,Junior Featherweights,6,Ricardo Cordoba
2010,Junior Featherweights,7,Takalani Ndlovu
2010,Junior Featherweights,8,Jeffrey Mathebula
2010,Junior Featherweights,9,Wilfredo Vazquez Jr.
2010,Junior Featherweights,10,Rendall Munroe
2010,Bantamweights,1,Fernando Montiel
2010,Bantamweights,2,Anselmo Moreno
2010,Bantamweights,3,Joseph Agbeko
2010,Bantamweights,4,Abner Mares
2010,Bantamweights,5,Nonito Donaire
2010,Bantamweights,6,Yonnhy Perez
2010,Bantamweights,7,Antonio Cermeno
2010,Bantamweights,8,Eric Morel
2010,Bantamweights,9,Vic Darchinyan
2010,Bantamweights,10,Koki Kameda
2010,Junior Bantamweights,1,Hugo Fidel Cazares
2010,Junior Bantamweights,2,Nobuo Nashiro
2010,Junior Bantamweights,3,Tomas Rojas
2010,Junior Bantamweights,4,Kohei Kono
2010,Junior Bantamweights,5,Drian Francisco
2010,Junior Bantamweights,6,Omar Andres Narvaez
2010,Junior Bantamweights,7,Cristian Mijares
2010,Junior Bantamweights,8,Cesar Seda
2010,Junior Bantamweights,9,Yota Sato
2010,Junior Bantamweights,10,Juan Alberto Rosas
2010,Flyweights,1,Daisuke Naito
2010,Flyweights,2,Daiki Kameda
2010,Flyweights,3,Luis Concepcion
2010,Flyweights,4,Takefumi Sakata
2010,Flyweights,5,Denkaosan Kaovichit
2010,Flyweights,6,Moruti Mthalane
2010,Flyweights,7,Julio Cesar Miranda
2010,Flyweights,8,Rocky Fuentes
2010,Flyweights,9,Milan Melindo
2010,Flyweights,10,Edgar Sosa
2010,Junior Flyweights,1,Ivan Calderon
2010,Junior Flyweights,2,Gilberto Keb Baas
2010,Junior Flyweights,3,Omar Nino Romero
2010,Junior Flyweights,4,Rodel Mayol
2010,Junior Flyweights,5,Luis Alberto Lazarte
2010,Junior Flyweights,6,Carlos Tamara
2010,Junior Flyweights,7,Brian Viloria
2010,Junior Flyweights,8,Ulises Solis
2010,Junior Flyweights,9,Juan Carlos Reveco
2010,Junior Flyweights,10,Ramon Garcia Hirales
2010,Strawweight,1,Nkosinathi Joyi
2010,Strawweight,2,Oleydong Sithsamerchai
2010,Strawweight,3,Raul Garcia
2010,Strawweight,4,Donnie Nietes
2010,Strawweight,5,Florante Condes
2010,Strawweight,6,Juan Palacios
2010,Strawweight,7,Denver Cuello
2010,Strawweight,8,Katsunari Takayama
2010,Strawweight,9,Michael Landero
2010,Strawweight,10,Kwanthai Sithmorseng
2011,Pound For Pound,1,Manny Pacquiao
2011,Pound For Pound,2,Floyd Mayweather Jr.
2011,Pound For Pound,3,Sergio Gabriel Martinez
2011,Pound For Pound,4,Nonito Donaire
2011,Pound For Pound,5,Juan Manuel Marquez
2011,Pound For Pound,6,Wladimir Klitschko
2011,Pound For Pound,7,Pongsaklek Wonjongkam
2011,Pound For Pound,8,Timothy Bradley
2011,Pound For Pound,9,Giovanni Segura
2011,Pound For Pound,10,Andre Ward
2011,Heavyweights,1,Vitali Klitschko
2011,Heavyweights,2,Alexander Povetkin
2011,Heavyweights,3,Tomasz Adamek
2011,Heavyweights,4,Eddie Chambers
2011,Heavyweights,5,Alexander Dimitrenko
2011,Heavyweights,6,Robert Helenius
2011,Heavyweights,7,Denis Boytsov
2011,Heavyweights,8,Ruslan Chagaev
2011,Heavyweights,9,Chris Arreola
2011,Heavyweights,10,Kubrat Pulev
2011,Cruiserweight,1,Marco Huck
2011,Cruiserweight,2,Yoan Pablo Hernandez
2011,Cruiserweight,3,Steve Cunningham
2011,Cruiserweight,4,Krzysztof Wodarczyk
2011,Cruiserweight,5,Denis Lebedev
2011,Cruiserweight,6,Antonio Tarver
2011,Cruiserweight,7,Giacobbe Fragomeni
2011,Cruiserweight,8,Ola Afolabi
2011,Cruiserweight,9,Guillermo Jones
2011,Cruiserweight,10,Lateef Kayode
2011,Light Heavyweights,1,Jean Pascal
2011,Light Heavyweights,2,Tavoris Cloud
2011,Light Heavyweights,3,Chad Dawson
2011,Light Heavyweights,4,Nathan Cleverly
2011,Light Heavyweights,5,Adrian Diaconu
2011,Light Heavyweights,6,Zsolt Erdei
2011,Light Heavyweights,7,Beibut Shumenov
2011,Light Heavyweights,8,Karo Murat
2011,Light Heavyweights,9,Gabriel Campillo
2011,Light Heavyweights,10,Ismayl Sillakh
2011,Super Middleweights,1,Lucian Bute
2011,Super Middleweights,2,Mikkel Kessler
2011,Super Middleweights,3,Carl Froch
2011,Super Middleweights,4,Robert Stieglitz
2011,Super Middleweights,5,Sakio Bika
2011,Super Middleweights,6,Thomas Oosthuizen
2011,Super Middleweights,7,George Groves
2011,Super Middleweights,8,Glen Johnson
2011,Super Middleweights,9,Arthur Abraham
2011,Super Middleweights,10,James DeGale
2011,Middleweights,1,Daniel Geale
2011,Middleweights,2,Felix Sturm
2011,Middleweights,3,Matthew Macklin
2011,Middleweights,4,Grzegorz Proksa
2011,Middleweights,5,Julio Cesar Chavez Jr.
2011,Middleweights,6,Sebastian Zbik
2011,Middleweights,7,Dmitry Pirog
2011,Middleweights,8,Hassan N'Dam N'Jikam
2011,Middleweights,9,Martin Murray
2011,Middleweights,10,Gennady Golovkin
2011,Junior Middleweights,1,Miguel Angel Cotto
2011,Junior Middleweights,2,Saul Alvarez
2011,Junior Middleweights,3,Vanes Martirosyan
2011,Junior Middleweights,4,Erislandy Lara
2011,Junior Middleweights,5,Carlos Molina
2011,Junior Middleweights,6,James Kirkland
2011,Junior Middleweights,7,Alfredo Angulo
2011,Junior Middleweights,8,Cornelius Bundrage
2011,Junior Middleweights,9,Serhiy Dzinziruk
2011,Junior Middleweights,10,Delvin Rodriguez
2011,Welterweights,1,Manny Pacquiao
2011,Welterweights,2,Floyd Mayweather Jr.
2011,Welterweights,3,Victor Ortiz
2011,Welterweights,4,Andre Berto
2011,Welterweights,5,Vyacheslav Senchenko
2011,Welterweights,6,Kell Brook
2011,Welterweights,7,Mike Jones
2011,Welterweights,8,Jan Zaveck
2011,Welterweights,9,Selcuk Aydin
2011,Welterweights,10,Shane Mosley
2011,Junior Welterweights,1,Timothy Bradley
2011,Junior Welterweights,2,Lamont Peterson
2011,Junior Welterweights,3,Amir Khan
2011,Junior Welterweights,4,Marcos Rene Maidana
2011,Junior Welterweights,5,Devon Alexander
2011,Junior Welterweights,6,Lucas Matthysse
2011,Junior Welterweights,7,Erik Morales
2011,Junior Welterweights,8,Zab Judah
2011,Junior Welterweights,9,Danny (Swift) Garcia
2011,Junior Welterweights,10,Mike Alvarado
2011,Lightweights,1,Brandon Rios
2011,Lightweights,2,Robert Guerrero
2011,Lightweights,3,Antonio DeMarco
2011,Lightweights,4,Miguel Vazquez
2011,Lightweights,5,Kevin Mitchell
2011,Lightweights,6,Paulus Moses
2011,Lightweights,7,Ricky Burns
2011,Lightweights,8,John Murray
2011,Lightweights,9,John Molina
2011,Lightweights,10,Richard Abril
2011,Junior Lightweights,1,Takashi Uchiyama
2011,Junior Lightweights,2,Juan Carlos Salgado
2011,Junior Lightweights,3,Roman Martinez
2011,Junior Lightweights,4,Takahiro Ao
2011,Junior Lightweights,5,Adrien Broner
2011,Junior Lightweights,6,Diego Magdaleno
2011,Junior Lightweights,7,Argenis Mendez
2011,Junior Lightweights,8,Jorge Solis
2011,Junior Lightweights,9,Eloy Perez
2011,Junior Lightweights,10,Juan Carlos Burgos
2011,Featherweights,1,Yuriorkis Gamboa
2011,Featherweights,2,Chris John
2011,Featherweights,3,Orlando Salido
2011,Featherweights,4,Juan Manuel Lopez
2011,Featherweights,5,Daniel Ponce de Len
2011,Featherweights,6,Rafael Marquez
2011,Featherweights,7,Jhonny Gonzalez
2011,Featherweights,8,Miguel Angel Garcia
2011,Featherweights,9,Billy Dib
2011,Featherweights,10,Celestino Caballero
2011,Junior Featherweights,1,Toshiaki Nishioka
2011,Junior Featherweights,2,Rico Ramos
2011,Junior Featherweights,3,Akifumi Shimoda
2011,Junior Featherweights,4,Poonsawat Kratingdaenggym
2011,Junior Featherweights,5,Takalani Ndlovu
2011,Junior Featherweights,6,Guillermo Rigondeaux
2011,Junior Featherweights,7,Steve Molitor
2011,Junior Featherweights,8,Wilfredo Vazquez Jr.
2011,Junior Featherweights,9,Masaaki Serie
2011,Junior Featherweights,10,Victor Terrazas
2011,Bantamweights,1,Anselmo Moreno
2011,Bantamweights,2,Abner Mares
2011,Bantamweights,3,Joseph Agbeko
2011,Bantamweights,4,Eric Morel
2011,Bantamweights,5,Vic Darchinyan
2011,Bantamweights,6,Yonnhy Perez
2011,Bantamweights,7,Koki Kameda
2011,Bantamweights,8,Malcolm Tunacao
2011,Bantamweights,9,Shinsuke Yamanaka
2011,Bantamweights,10,Jorge Arce
2011,Junior Bantamweights,1,Omar Andres Narvaez
2011,Junior Bantamweights,2,Suriyan Sor Rungvisai
2011,Junior Bantamweights,3,Tomonobu Shimizu
2011,Junior Bantamweights,4,Hugo Fidel Cazares
2011,Junior Bantamweights,5,Tepparith Kokietgym
2011,Junior Bantamweights,6,Tomas Rojas
2011,Junior Bantamweights,7,Yota Sato
2011,Junior Bantamweights,8,Cesar Seda
2011,Junior Bantamweights,9,Nobuo Nashiro
2011,Junior Bantamweights,10,Rodrigo Guerrero
2011,Flyweights,1,Hernan Marquez
2011,Flyweights,2,Brian Viloria
2011,Flyweights,3,Moruti Mthalane
2011,Flyweights,4,Milan Melindo
2011,Flyweights,5,Rocky Fuentes
2011,Flyweights,6,Julio Cesar Miranda
2011,Flyweights,7,Luis Concepcion
2011,Flyweights,8,Juan Carlos Reveco
2011,Flyweights,9,Toshiyuki Igarashi
2011,Flyweights,10,Edgar Sosa
2011,Junior Flyweights,1,Gilberto Keb Baas
2011,Junior Flyweights,2,Ulises Solis
2011,Junior Flyweights,3,Roman Gonzalez
2011,Junior Flyweights,4,Luis Alberto Lazarte
2011,Junior Flyweights,5,Donnie Nietes
2011,Junior Flyweights,6,Masayuki Kuroda
2011,Junior Flyweights,7,Kompayak Porpramook
2011,Junior Flyweights,8,Adrian Hernandez
2011,Junior Flyweights,9,Ryo Miyazaki
2011,Junior Flyweights,10,Ramon Garcia Hirales
2011,Strawweight,1,Nkosinathi Joyi
2011,Strawweight,2,Kazuto Ioka
2011,Strawweight,3,Moises Fuentes
2011,Strawweight,4,Raul Garcia
2011,Strawweight,5,Juan Palacios
2011,Strawweight,6,Wanheng Menayothin
2011,Strawweight,7,Denver Cuello
2011,Strawweight,8,Katsunari Takayama
2011,Strawweight,9,Florante Condes
2011,Strawweight,10,Akira Yaegashi
2012,Pound For Pound,1,Floyd Mayweather Jr.
2012,Pound For Pound,2,Andre Ward
2012,Pound For Pound,3,Juan Manuel Marquez
2012,Pound For Pound,4,Sergio Gabriel Martinez
2012,Pound For Pound,5,Nonito Donaire
2012,Pound For Pound,6,Adrien Broner
2012,Pound For Pound,7,Manny Pacquiao
2012,Pound For Pound,8,Wladimir Klitschko
2012,Pound For Pound,9,Timothy Bradley
2012,Pound For Pound,10,Robert Guerrero
2012,Heavyweights,1,Vitali Klitschko
2012,Heavyweights,2,Alexander Povetkin
2012,Heavyweights,3,David Haye
2012,Heavyweights,4,Kubrat Pulev
2012,Heavyweights,5,Tomasz Adamek
2012,Heavyweights,6,Robert Helenius
2012,Heavyweights,7,Denis Boytsov
2012,Heavyweights,8,Ruslan Chagaev
2012,Heavyweights,9,Chris Arreola
2012,Heavyweights,10,Tyson Fury
2012,Cruiserweight,1,Marco Huck
2012,Cruiserweight,2,Krzysztof Wodarczyk
2012,Cruiserweight,3,Ola Afolabi
2012,Cruiserweight,4,Denis Lebedev
2012,Cruiserweight,5,Lateef Kayode
2012,Cruiserweight,6,Mateusz Masternak
2012,Cruiserweight,7,Troy Ross
2012,Cruiserweight,8,Firat Arslan
2012,Cruiserweight,9,Dmytro Kucher
2012,Cruiserweight,10,Rakhim Chakhkiev
2012,Light Heavyweights,1,Bernard Hopkins
2012,Light Heavyweights,2,Tavoris Cloud
2012,Light Heavyweights,3,Gabriel Campillo
2012,Light Heavyweights,4,Nathan Cleverly
2012,Light Heavyweights,5,Beibut Shumenov
2012,Light Heavyweights,6,Karo Murat
2012,Light Heavyweights,7,Isaac Chilemba
2012,Light Heavyweights,8,Juergen Braehmer
2012,Light Heavyweights,9,Tony Bellew
2012,Light Heavyweights,10,Jean Pascal
2012,Super Middleweights,1,Carl Froch
2012,Super Middleweights,2,Mikkel Kessler
2012,Super Middleweights,3,Lucian Bute
2012,Super Middleweights,4,Thomas Oosthuizen
2012,Super Middleweights,5,Arthur Abraham
2012,Super Middleweights,6,Robert Stieglitz
2012,Super Middleweights,7,George Groves
2012,Super Middleweights,8,Sakio Bika
2012,Super Middleweights,9,Adonis Stevenson
2012,Super Middleweights,10,Edwin Rodriguez
